Time - u3	Amplitude - u3	Time - f3	Amplitude - f3	
168	5,5	168	1,204	
168,1	5,5	168,1	1,204	
168,2	5,5	168,2	1,204	
168,3	5,5	168,3	1,204	
168,4	5,5	168,4	1,204	
168,5	5,5	168,5	1,204	
168,6	5,5	168,6	1,204	
168,7	5,5	168,7	1,204	
168,8	5,5	168,8	1,204	
168,9	5,5	168,9	1,203	
169	5,5	169	1,203	
169,1	5,5	169,1	1,203	
169,2	5,5	169,2	1,203	
169,3	5,5	169,3	1,203	
169,4	5,5	169,4	1,203	
169,5	5,5	169,5	1,203	
169,6	5,5	169,6	1,203	
169,7	5,5	169,7	1,203	
169,8	5,5	169,8	1,203	
169,9	5,5	169,9	1,203	
170	5,5	170	1,203	
170,1	5,5	170,1	1,203	
170,2	5,5	170,2	1,203	
170,3	5,5	170,3	1,203	
170,4	5,5	170,4	1,203	
170,5	5,5	170,5	1,203	
170,6	5,5	170,6	1,202	
170,7	5,5	170,7	1,202	
170,8	5,5	170,8	1,202	
170,9	5,5	170,9	1,202	
171	5,5	171	1,202	
171,1	5,5	171,1	1,202	
171,2	5,5	171,2	1,202	
171,3	5,5	171,3	1,202	
171,4	5,5	171,4	1,202	
171,5	5,5	171,5	1,202	
171,6	5,5	171,6	1,202	
171,7	5,5	171,7	1,202	
171,8	5,5	171,8	1,202	
171,9	5,5	171,9	1,202	
172	5,5	172	1,202	
172,1	5,5	172,1	1,202	
172,2	5,5	172,2	1,202	
172,3	5,5	172,3	1,202	
172,4	5,5	172,4	1,202	
172,5	5,5	172,5	1,202	
172,6	5,5	172,6	1,202	
172,7	5,5	172,7	1,202	
172,8	5,5	172,8	1,202	
172,9	5,5	172,9	1,202	
173	5,5	173	1,202	
173,1	5,5	173,1	1,201	
173,2	5,5	173,2	1,201	
173,3	5,5	173,3	1,201	
173,4	5,5	173,4	1,201	
173,5	5,5	173,5	1,201	
173,6	5,5	173,6	1,201	
173,7	5,5	173,7	1,201	
173,8	5,5	173,8	1,201	
173,9	5,5	173,9	1,201	
174	5,5	174	1,201	
174,1	5,5	174,1	1,201	
174,2	5,5	174,2	1,201	
174,3	5,5	174,3	1,201	
174,4	5,5	174,4	1,201	
174,5	5,5	174,5	1,201	
174,6	5,5	174,6	1,201	
174,7	5,5	174,7	1,201	
174,8	5,5	174,8	1,201	
174,9	5,5	174,9	1,201	
175	5,5	175	1,201	
175,1	5,5	175,1	1,201	
175,2	5,5	175,2	1,201	
175,3	5,5	175,3	1,201	
175,4	5,5	175,4	1,201	
175,5	5,5	175,5	1,201	
175,6	5,5	175,6	1,201	
175,7	5,5	175,7	1,201	
175,8	5,5	175,8	1,201	
175,9	5,5	175,9	1,201	
176	5,5	176	1,201	
176,1	5,5	176,1	1,201	
176,2	5,5	176,2	1,201	
176,3	5,5	176,3	1,201	
176,4	5,5	176,4	1,201	
176,5	5,5	176,5	1,201	
176,6	5,5	176,6	1,201	
176,7	5,5	176,7	1,201	
176,8	5,5	176,8	1,201	
176,9	5,5	176,9	1,201	
177	5,5	177	1,201	
177,1	5,5	177,1	1,201	
177,2	5,5	177,2	1,201	
177,3	5,5	177,3	1,201	
177,4	5,5	177,4	1,201	
177,5	5,5	177,5	1,201	
177,6	5,5	177,6	1,201	
177,7	5,5	177,7	1,201	
177,8	5,5	177,8	1,201	
177,9	5,5	177,9	1,201	
178	5,5	178	1,201	
178,1	5,5	178,1	1,201	
178,2	5,5	178,2	1,201	
178,3	5,5	178,3	1,201	
178,4	5,5	178,4	1,201	
178,5	5,5	178,5	1,2	
178,6	5,5	178,6	1,2	
178,7	5,5	178,7	1,2	
178,8	5,5	178,8	1,2	
178,9	5,5	178,9	1,2	
179	5,5	179	1,2	
179,1	5,5	179,1	1,2	
179,2	5,5	179,2	1,2	
179,3	5,5	179,3	1,2	
179,4	5,5	179,4	1,2	
179,5	5,5	179,5	1,2	
179,6	5,5	179,6	1,2	
179,7	5,5	179,7	1,2	
179,8	5,5	179,8	1,2	
179,9	5,5	179,9	1,2	
180	4,5	180	0,9821	
